iter	Passed	Remaining
323	2503	9086
324	2512	9084
325	2521	9081
326	2531	9079
327	2540	9076
328	2549	9074
329	2558	9071
330	2567	9068
331	2576	9065
332	2586	9063
333	2595	9059
334	2604	9056
335	2613	9052
336	2622	9050
337	2631	9047
338	2640	9043
339	2649	9040
340	2658	9037
341	2667	9032
342	2676	9029
343	2686	9028
344	2696	9026
345	2706	9025
346	2715	9022
347	2724	9018
348	2733	9015
349	2742	9011
350	2751	9007
351	2760	9003
352	2769	8999
353	2778	8995
354	2787	8991
355	2796	8987
356	2805	8982
357	2814	8978
358	2823	8973
359	2831	8967
360	2840	8963
361	2849	8958
362	2858	8954
363	2867	8949
364	2876	8944
365	2885	8938
366	2893	8933
367	2902	8928
368	2911	8924
369	2920	8918
370	2929	8914
371	2938	8909
372	2946	8904
373	2955	8898
374	2964	8893
375	2973	8888
376	2981	8882
377	2990	8876
378	2999	8871
379	3008	8866
380	3017	8861
381	3025	8856
382	3034	8851
383	3043	8845
384	3052	8839
385	3060	8834
386	3069	8828
387	3078	8823
388	3087	8818
389	3096	8813
390	3105	8809
391	3114	8803
392	3123	8798
393	3132	8793
394	3142	8790
395	3150	8784
396	3159	8778
397	3168	8772
398	3177	8767
399	3186	8762
400	3195	8757
401	3204	8752
402	3214	8748
403	3223	8745
404	3232	8740
405	3241	8735
406	3250	8729
407	3259	8724
408	3269	8720
409	3278	8717
410	3287	8711
411	3297	8707
412	3324	8749
413	3334	8747
414	3344	8744
415	3355	8742
416	3365	8740
417	3399	8799
418	3412	8804
419	3422	8800
420	3432	8796
421	3441	8791
422	3451	8787
423	3460	8782
424	3470	8777
425	3480	8774
426	3489	8769
427	3499	8766
428	3510	8763
429	3520	8759
430	3529	8754
431	3539	8750
432	3548	8745
433	3558	8739
434	3567	8734
435	3577	8731
436	3587	8726
437	3597	8722
438	3607	8718
439	3616	8713
440	3626	8709
441	3636	8704
442	3646	8701
443	3657	8698
444	3667	8695
445	3684	8706
446	3694	8703
447	3704	8698
448	3715	8697
449	3727	8697
450	3739	8697
451	3750	8696
452	3761	8694
453	3771	8689
454	3781	8685
455	3791	8680
456	3802	8677
457	3812	8673
458	3822	8668
459	3832	8663
460	3841	8658
461	3851	8654
462	3861	8649
463	3871	8643
464	3881	8639
465	3892	8636
466	3901	8630
467	3912	8627
468	3922	8622
469	3932	8617
470	3942	8612
471	3952	8607
472	3962	8602
473	3971	8596
474	3980	8590
475	3990	8585
476	4000	8579
477	4010	8573
478	4020	8569
479	4029	8563
480	4039	8557
481	4049	8551
482	4058	8546
483	4068	8540
484	4077	8534
485	4087	8528
486	4097	8522
487	4107	8517
488	4117	8512
489	4127	8506
490	4136	8501
491	4148	8498
492	4158	8494
493	4168	8489
494	4178	8483
495	4188	8477
496	4198	8473
497	4210	8472
498	4220	8467
499	4231	8463
500	4241	8458
501	4251	8452
502	4260	8445
503	4274	8447
504	4286	8445
505	4296	8439
506	4305	8433
507	4314	8425
508	4324	8419
509	4334	8413
510	4343	8407
511	4353	8400
512	4362	8393
513	4372	8387
514	4381	8380
515	4391	8374
516	4401	8368
517	4411	8362
518	4420	8355
519	4430	8349
520	4440	8343
521	4449	8335
522	4458	8328
523	4468	8322
524	4478	8317
525	4490	8315
526	4500	8308
527	4509	8301
528	4519	8295
529	4528	8287
530	4538	8281
531	4547	8273
532	4556	8265
533	4564	8257
534	4574	8250
535	4583	8243
536	4592	8236
537	4601	8228
538	4611	8221
539	4620	8214
540	4629	8206
541	4638	8198
542	4647	8191
543	4656	8183
544	4665	8176
545	4675	8169
546	4684	8162
547	4694	8154
548	4703	8147
549	4712	8139
550	4721	8131
551	4731	8125
552	4740	8118
553	4750	8111
554	4759	8104
555	4771	8101
556	4783	8097
557	4794	8094
558	4809	8095
559	4818	8088
560	4829	8083
561	4839	8076
562	4849	8071
563	4860	8065
564	4869	8059
565	4879	8051
566	4889	8045
567	4900	8041
568	4910	8034
569	4920	8027
570	4929	8020
571	4939	8013
572	4949	8006
573	4958	7999
574	4968	7992
575	4977	7984
576	4986	7976
577	4995	7969
578	5005	7962
579	5015	7955
580	5024	7947
581	5033	7939
582	5043	7932
583	5052	7925
584	5061	7917
585	5070	7909
586	5080	7901
587	5089	7893
588	5098	7885
589	5107	7877
590	5116	7869
591	5125	7861
592	5134	7853
593	5143	7845
594	5152	7837
595	5161	7828
596	5170	7820
597	5179	7812
598	5188	7804
599	5197	7795
600	5206	7787
601	5215	7779
602	5225	7772
603	5234	7765
604	5243	7757
605	5253	7750
606	5262	7742
607	5271	7734
608	5281	7726
609	5290	7718
610	5299	7711
611	5309	7703
612	5318	7696
613	5328	7688
614	5337	7680
615	5345	7671
616	5354	7663
617	5364	7655
618	5373	7647
619	5382	7640
620	5392	7632
621	5401	7625
622	5411	7617
623	5420	7609
624	5429	7601
625	5439	7594
626	5448	7586
627	5458	7578
628	5467	7571
629	5476	7563
630	5486	7556
631	5495	7547
632	5504	7539
633	5514	7531
634	5523	7523
635	5532	7516
636	5541	7507
637	5551	7500
638	5560	7492
639	5569	7484
640	5579	7476
641	5588	7468
642	5597	7460
643	5606	7452
644	5615	7444
645	5624	7435
646	5633	7427
647	5642	7419
648	5651	7410
649	5660	7402
650	5669	7394
651	5678	7385
652	5687	7376
653	5696	7368
654	5704	7359
655	5713	7351
656	5723	7343
657	5732	7335
658	5741	7327
659	5750	7319
660	5760	7311
661	5770	7304
662	5780	7296
663	5789	7288
664	5798	7280
665	5807	7272
666	5816	7263
667	5825	7256
668	5834	7247
669	5844	7239
670	5853	7231
671	5861	7222
672	5871	7214
673	5879	7206
674	5889	7197
675	5898	7189
676	5907	7181
677	5916	7173
678	5925	7164
679	5934	7156
680	5944	7148
681	5953	7140
682	5962	7132
683	5971	7124
684	5980	7115
685	5989	7107
686	5998	7099
687	6008	7091
688	6017	7083
689	6027	7075
690	6036	7067
691	6045	7059
692	6055	7051
693	6064	7043
694	6073	7035
695	6083	7027
696	6092	7019
697	6102	7011
698	6111	7003
699	6119	6993
700	6128	6985
701	6138	6977
702	6148	6970
703	6157	6962
704	6166	6954
705	6176	6946
706	6185	6938
707	6194	6929
708	6204	6921
709	6213	6913
710	6223	6905
711	6232	6897
712	6241	6889
713	6251	6881
714	6260	6873
715	6269	6865
716	6278	6856
717	6288	6849
718	6297	6840
719	6306	6832
720	6316	6824
721	6325	6816
722	6334	6807
723	6343	6799
724	6353	6791
725	6361	6782
726	6370	6773
727	6379	6765
728	6389	6757
729	6398	6749
730	6407	6741
731	6416	6732
732	6425	6723
733	6434	6715
734	6443	6706
735	6452	6698
736	6461	6689
737	6470	6681
738	6479	6672
739	6488	6664
740	6497	6655
741	6507	6647
742	6516	6639
743	6525	6631
744	6534	6622
745	6544	6614
746	6552	6605
747	6562	6597
748	6572	6590
749	6581	6581
750	6591	6573
751	6600	6565
752	6609	6557
753	6618	6548
754	6627	6540
755	6637	6531
756	6646	6523
757	6655	6515
758	6664	6506
759	6673	6498
760	6682	6489
761	6691	6480
762	6700	6472
763	6709	6463
764	6718	6454
765	6727	6446
766	6736	6437
767	6745	6429
768	6754	6421
769	6763	6412
770	6772	6403
771	6781	6395
772	6790	6386
773	6800	6378
774	6809	6370
775	6818	6361
776	6827	6352
777	6836	6344
778	6845	6335
779	6854	6327
780	6863	6318
781	6872	6309
782	6881	6301
783	6889	6292
784	6898	6283
785	6907	6274
786	6916	6266
787	6925	6257
788	6934	6248
789	6943	6240
790	6952	6232
791	6961	6223
792	6970	6214
793	6979	6206
794	6988	6197
795	6997	6189
796	7006	6180
797	7015	6171
798	7024	6162
799	7033	6153
800	7041	6145
801	7050	6136
802	7059	6127
803	7069	6119
804	7078	6111
805	7087	6102
806	7096	6094
807	7105	6085
808	7114	6077
809	7124	6068
810	7133	6060
811	7142	6052
812	7151	6043
813	7162	6035
814	7171	6027
815	7183	6021
816	7195	6015
817	7204	6006
818	7213	5998
819	7223	5989
820	7232	5981
821	7241	5972
822	7250	5964
823	7259	5955
824	7269	5947
825	7278	5938
826	7287	5930
827	7296	5921
828	7305	5913
829	7314	5904
830	7324	5896
831	7333	5888
832	7342	5879
833	7352	5871
834	7361	5862
835	7370	5854
836	7380	5846
837	7390	5838
838	7399	5829
839	7408	5820
840	7417	5812
841	7426	5803
842	7435	5794
843	7444	5786
844	7453	5777
845	7462	5769
846	7471	5760
847	7480	5751
848	7489	5743
849	7498	5734
850	7507	5725
851	7516	5717
852	7526	5708
853	7535	5699
854	7544	5691
855	7553	5683
856	7563	5674
857	7572	5666
858	7582	5657
859	7591	5649
860	7600	5640
861	7609	5632
862	7618	5623
863	7627	5614
864	7637	5606
865	7646	5598
866	7656	5589
867	7665	5581
868	7674	5572
869	7684	5564
870	7693	5556
871	7702	5547
872	7712	5539
873	7721	5530
874	7731	5522
875	7740	5513
876	7749	5505
877	7758	5496
878	7768	5488
879	7777	5479
880	7786	5470
881	7795	5461
882	7804	5453
883	7814	5445
884	7824	5437
885	7833	5428
886	7843	5420
887	7852	5411
888	7861	5403
889	7870	5394
890	7879	5385
891	7888	5376
892	7897	5368
893	7906	5359
894	7915	5350
895	7924	5342
896	7933	5333
897	7942	5324
898	7951	5315
899	7962	5308
900	7971	5299
901	7980	5291
902	7990	5282
903	7999	5274
904	8012	5268
905	8023	5260
906	8035	5253
907	8047	5247
908	8058	5239
909	8068	5231
910	8078	5222
911	8087	5214
912	8097	5206
913	8107	5197
914	8116	5189
915	8126	5180
916	8135	5172
917	8143	5163
918	8153	5154
919	8162	5146
920	8172	5137
921	8181	5129
922	8190	5120
923	8200	5112
924	8209	5103
925	8219	5095
926	8228	5086
927	8238	5077
928	8247	5069
929	8256	5060
930	8266	5052
931	8275	5043
932	8284	5034
933	8293	5025
934	8302	5016
935	8311	5008
936	8320	4999
937	8329	4990
938	8339	4982
939	8349	4973
940	8358	4965
941	8367	4956
942	8376	4947
943	8385	4938
944	8394	4929
945	8403	4921
946	8412	4912
947	8421	4903
948	8430	4894
949	8439	4885
950	8448	4876
951	8457	4868
952	8466	4859
953	8475	4850
954	8484	4841
955	8493	4832
956	8502	4824
957	8511	4815
958	8520	4806
959	8529	4797
960	8537	4788
961	8547	4779
962	8556	4771
963	8565	4762
964	8574	4753
965	8583	4745
966	8592	4736
967	8601	4727
968	8610	4718
969	8619	4709
970	8628	4700
971	8637	4691
972	8646	4683
973	8655	4674
974	8664	4665
975	8672	4656
976	8681	4647
977	8690	4638
978	8699	4629
979	8708	4621
980	8718	4612
981	8727	4603
982	8736	4594
983	8745	4586
984	8754	4577
985	8763	4568
986	8772	4559
987	8781	4550
988	8790	4541
989	8799	4533
990	8809	4524
991	8819	4516
992	8828	4507
993	8838	4499
994	8848	4490
995	8857	4482
996	8867	4473
997	8876	4464
998	8885	4455
999	8894	4447
1000	8903	4438
1001	8912	4429
1002	8922	4421
1003	8931	4412
1004	8941	4403
1005	8950	4395
1006	8959	4386
1007	8968	4377
1008	8978	4369
1009	8988	4360
1010	8997	4351
1011	9006	4343
1012	9015	4334
1013	9025	4325
1014	9034	4316
1015	9043	4308
1016	9052	4299
1017	9061	4290
1018	9070	4281
1019	9079	4272
1020	9088	4264
1021	9097	4255
1022	9106	4246
1023	9115	4237
1024	9124	4228
1025	9134	4220
1026	9146	4212
1027	9159	4205
1028	9171	4197
1029	9180	4189
1030	9190	4180
1031	9198	4171
1032	9208	4162
1033	9217	4154
1034	9226	4145
1035	9235	4136
1036	9245	4127
1037	9254	4118
1038	9263	4110
1039	9272	4101
1040	9281	4092
1041	9290	4083
1042	9299	4074
1043	9309	4066
1044	9318	4057
1045	9327	4048
1046	9336	4039
1047	9345	4030
1048	9354	4022
1049	9363	4013
1050	9372	4004
1051	9381	3995
1052	9390	3986
1053	9399	3977
1054	9408	3968
1055	9417	3959
1056	9426	3950
1057	9435	3941
1058	9444	3933
1059	9453	3924
1060	9462	3915
1061	9487	3912
1062	9496	3904
1063	9505	3895
1064	9515	3886
1065	9524	3877
1066	9533	3868
1067	9543	3860
1068	9552	3851
1069	9561	3842
1070	9570	3833
1071	9580	3824
1072	9589	3816
1073	9598	3807
1074	9608	3798
1075	9617	3789
1076	9626	3781
1077	9636	3772
1078	9645	3763
1079	9654	3754
1080	9663	3745
1081	9673	3736
1082	9682	3728
1083	9691	3719
1084	9700	3710
1085	9710	3701
1086	9719	3692
1087	9729	3684
1088	9738	3675
1089	9747	3666
1090	9756	3657
1091	9765	3648
1092	9775	3639
1093	9784	3631
1094	9793	3622
1095	9803	3613
1096	9812	3604
1097	9822	3596
1098	9831	3587
1099	9841	3578
1100	9850	3569
1101	9859	3561
1102	9869	3552
1103	9878	3543
1104	9889	3535
1105	9899	3526
1106	9908	3517
1107	9918	3508
1108	9927	3500
1109	9937	3491
1110	9946	3482
1111	9955	3473
1112	9964	3464
1113	9974	3456
1114	9983	3447
1115	9993	3438
1116	10002	3429
1117	10012	3420
1118	10021	3412
1119	10030	3403
1120	10040	3394
1121	10049	3385
1122	10059	3377
1123	10068	3368
1124	10078	3359
1125	10087	3350
1126	10096	3341
1127	10105	3332
1128	10115	3323
1129	10124	3315
1130	10134	3306
1131	10143	3297
1132	10152	3288
1133	10162	3279
1134	10171	3270
1135	10180	3262
1136	10189	3253
1137	10199	3244
1138	10208	3235
1139	10217	3226
1140	10226	3217
1141	10235	3208
1142	10244	3199
1143	10253	3190
1144	10262	3181
1145	10272	3173
1146	10281	3164
1147	10290	3155
1148	10300	3146
1149	10309	3137
1150	10318	3128
1151	10327	3119
1152	10337	3111
1153	10346	3102
1154	10355	3093
1155	10364	3084
1156	10373	3075
1157	10382	3066
1158	10391	3057
1159	10400	3048
1160	10409	3039
1161	10418	3030
1162	10428	3021
1163	10438	3013
1164	10447	3004
1165	10457	2995
1166	10466	2986
1167	10476	2977
1168	10485	2968
1169	10495	2960
1170	10504	2951
1171	10514	2942
1172	10523	2933
1173	10532	2924
1174	10542	2916
1175	10552	2907
1176	10561	2898
1177	10572	2889
1178	10581	2880
1179	10590	2872
1180	10599	2863
1181	10608	2854
1182	10618	2845
1183	10627	2836
1184	10636	2827
1185	10645	2818
1186	10654	2809
1187	10663	2800
1188	10673	2791
1189	10682	2782
1190	10692	2774
1191	10701	2765
1192	10710	2756
1193	10719	2747
1194	10729	2738
1195	10738	2729
1196	10747	2720
1197	10756	2711
1198	10766	2702
1199	10775	2693
1200	10784	2684
1201	10794	2676
1202	10803	2667
1203	10813	2658
1204	10822	2649
1205	10831	2640
1206	10841	2631
1207	10850	2622
1208	10860	2614
1209	10869	2605
1210	10879	2596
1211	10889	2587
1212	10898	2578
1213	10908	2569
1214	10918	2561
1215	10927	2552
1216	10936	2543
1217	10945	2534
1218	10954	2525
1219	10964	2516
1220	10973	2507
1221	10983	2498
1222	10992	2489
1223	11002	2480
1224	11011	2471
1225	11020	2462
1226	11029	2453
1227	11038	2444
1228	11047	2435
1229	11056	2427
1230	11065	2418
1231	11074	2409
1232	11083	2400
1233	11092	2391
1234	11101	2382
1235	11110	2373
1236	11119	2364
1237	11128	2355
1238	11137	2346
1239	11146	2337
1240	11155	2328
1241	11163	2319
1242	11172	2310
1243	11181	2301
1244	11190	2292
1245	11199	2283
1246	11209	2274
1247	11218	2265
1248	11227	2256
1249	11236	2247
1250	11245	2238
1251	11255	2229
1252	11267	2221
1253	11277	2212
1254	11290	2204
1255	11300	2195
1256	11311	2186
1257	11322	2178
1258	11331	2169
1259	11340	2160
1260	11350	2151
1261	11360	2142
1262	11370	2133
1263	11380	2124
1264	11390	2115
1265	11399	2107
1266	11410	2098
1267	11425	2090
1268	11435	2081
1269	11446	2073
1270	11456	2064
1271	11467	2055
1272	11476	2046
1273	11488	2038
1274	11501	2029
1275	11544	2026
1276	11564	2019
1277	11576	2011
1278	11589	2002
1279	11601	1993
1280	11611	1985
1281	11621	1976
1282	11632	1967
1283	11642	1958
1284	11652	1949
1285	11663	1940
1286	11673	1931
1287	11683	1923
1288	11693	1914
1289	11704	1905
1290	11729	1898
1291	11745	1890
1292	11756	1882
1293	11769	1873
1294	11783	1865
1295	11793	1856
1296	11805	1847
1297	11817	1839
1298	11828	1830
1299	11840	1821
1300	11851	1812
1301	11865	1804
1302	11898	1798
1303	11915	1790
1304	11934	1783
1305	11960	1776
1306	11981	1769
1307	11994	1760
1308	12006	1751
1309	12019	1743
1310	12030	1734
1311	12042	1725
1312	12052	1716
1313	12063	1707
1314	12073	1698
1315	12085	1689
1316	12096	1680
1317	12105	1671
1318	12115	1662
1319	12125	1653
1320	12134	1644
1321	12145	1635
1322	12154	1626
1323	12164	1617
1324	12174	1607
1325	12183	1598
1326	12197	1590
1327	12207	1581
1328	12226	1573
1329	12238	1564
1330	12248	1555
1331	12258	1546
1332	12268	1537
1333	12278	1527
1334	12288	1518
1335	12298	1509
1336	12309	1500
1337	12319	1491
1338	12330	1482
1339	12342	1473
1340	12352	1464
1341	12367	1456
1342	12381	1447
1343	12393	1438
1344	12414	1430
1345	12425	1421
1346	12437	1412
1347	12448	1403
1348	12459	1394
1349	12472	1385
1350	12485	1377
1351	12496	1367
1352	12507	1358
1353	12517	1349
1354	12527	1340
1355	12538	1331
1356	12548	1322
1357	12560	1313
1358	12570	1304
1359	12581	1295
1360	12593	1286
1361	12603	1277
1362	12614	1267
1363	12625	1258
1364	12636	1249
1365	12645	1240
1366	12656	1231
1367	12665	1222
1368	12675	1212
1369	12685	1203
1370	12694	1194
1371	12703	1185
1372	12711	1175
1373	12720	1166
1374	12730	1157
1375	12739	1148
1376	12748	1138
1377	12758	1129
1378	12767	1120
1379	12776	1111
1380	12786	1101
1381	12795	1092
1382	12804	1083
1383	12813	1073
1384	12822	1064
1385	12831	1055
1386	12840	1046
1387	12852	1037
1388	12864	1028
1389	12877	1019
1390	12889	1010
1391	12924	1002
1392	12936	993
1393	12946	984
1394	12955	975
1395	12966	965
1396	12975	956
1397	12985	947
1398	12995	938
1399	13004	928
1400	13014	919
1401	13023	910
1402	13033	901
1403	13042	891
1404	13052	882
1405	13061	873
1406	13070	863
1407	13079	854
1408	13089	845
1409	13113	837
1410	13122	827
1411	13132	818
1412	13141	809
1413	13151	799
1414	13160	790
1415	13170	781
1416	13180	772
1417	13189	762
1418	13199	753
1419	13208	744
1420	13217	734
1421	13226	725
1422	13236	716
1423	13245	706
1424	13254	697
1425	13264	688
1426	13273	679
1427	13282	669
1428	13291	660
1429	13301	651
1430	13310	641
1431	13320	632
1432	13329	623
1433	13362	615
1434	13373	605
1435	13383	596
1436	13393	587
1437	13402	577
1438	13411	568
1439	13421	559
1440	13430	549
1441	13439	540
1442	13448	531
1443	13457	521
1444	13467	512
1445	13476	503
1446	13485	493
1447	13494	484
1448	13503	475
1449	13513	465
1450	13522	456
1451	13531	447
1452	13541	438
1453	13550	428
1454	13559	419
1455	13568	410
1456	13578	400
1457	13588	391
1458	13603	382
1459	13612	372
1460	13622	363
1461	13631	354
1462	13640	344
1463	13650	335
1464	13659	326
1465	13669	317
1466	13678	307
1467	13687	298
1468	13697	289
1469	13706	279
1470	13717	270
1471	13727	261
1472	13737	251
1473	13744	242
1474	13753	233
1475	13763	223
1476	13772	214
1477	13782	205
1478	13791	195
1479	13800	186
1480	13810	177
1481	13819	167
1482	13828	158
1483	13837	149
1484	13848	139
1485	13857	130
1486	13867	121
1487	13876	111
1488	13886	102
1489	13895	93
1490	13905	83
1491	13914	74
1492	13924	65
1493	13933	55
1494	13942	46
1495	13952	37
1496	13968	27
1497	13977	18
1498	13986	9
1499	13996	0
